,clones,len
6309,"[14348759, 132561620]",2
6310,"[14349759, 132571620]",2
6311,"[14344759, 132521620]",2
6312,"[14345759, 132531620]",2
6313,"[14353759, 132611620]",2
6314,"[14346759, 132541620]",2
6315,"[14351759, 132591620]",2
6316,"[14350759, 132581620]",2
6317,"[14352759, 132601620]",2
6318,"[14357759, 132651620]",2
6319,"[14354759, 132621620]",2
6320,"[14362759, 132701620]",2
6321,"[14358759, 132661620]",2
6322,"[14356759, 132641620]",2
6323,"[14359759, 132671620]",2
6324,"[14368759, 132761620]",2
6325,"[14360759, 132681620]",2
6326,"[14361759, 132691620]",2
6327,"[14355759, 132631620]",2
6328,"[14365759, 132731620]",2
6329,"[14366759, 132741620]",2
6330,"[14364759, 132721620]",2
6331,"[14369759, 132771620]",2
6332,"[14363759, 132711620]",2
6333,"[14367759, 132751620]",2
6334,"[14372759, 132801620]",2
6335,"[14371759, 132791620]",2
6336,"[14373759, 132811620]",2
6337,"[14370759, 132781620]",2
6338,"[14374759, 132821620]",2
6339,"[14376759, 132841620]",2
6340,"[14378759, 132861620]",2
6341,"[14379759, 132871620]",2
6342,"[14375759, 132831620]",2
6343,"[14377759, 132851620]",2
6344,"[14380759, 132881620]",2
6345,"[14382759, 132901620]",2
6346,"[14385759, 132931620]",2
6347,"[14386759, 132941620]",2
6348,"[14384759, 132921620]",2
6349,"[14381759, 132891620]",2
6350,"[14392759, 133001620]",2
6351,"[14387759, 132951620]",2
6352,"[14388759, 132961620]",2
6353,"[14391759, 132991620]",2
6354,"[14389759, 132971620]",2
6355,"[14399759, 133071620]",2
6356,"[14400759, 133081620]",2
6357,"[14383759, 132911620]",2
6358,"[14398759, 133061620]",2
6359,"[14393759, 133011620]",2
6360,"[14402759, 133101620]",2
6361,"[14403759, 133111620]",2
6362,"[14390759, 132981620]",2
6363,"[14394759, 133021620]",2
6364,"[14401759, 133091620]",2
6365,"[14395759, 133031620]",2
6366,"[14396759, 133041620]",2
6367,"[14405759, 133131620]",2
6368,"[14404759, 133121620]",2
6369,"[14411759, 133191620]",2
6370,"[14409759, 133171620]",2
6371,"[14414759, 133221620]",2
6372,"[14408759, 133161620]",2
6373,"[14407759, 133151620]",2
6374,"[14410759, 133181620]",2
6375,"[14412759, 133201620]",2
6376,"[14406759, 133141620]",2
6377,"[14415759, 133231620]",2
6378,"[14416759, 133241620]",2
6379,"[14413759, 133211620]",2
6380,"[14397759, 133051620]",2
6381,"[14417759, 133251620]",2
6382,"[14424759, 133321620]",2
6383,"[14418759, 133261620]",2
6384,"[14426759, 133341620]",2
6385,"[14423759, 133311620]",2
6386,"[14429759, 133371620]",2
6387,"[14427759, 133351620]",2
6388,"[14422759, 133301620]",2
6389,"[14425759, 133331620]",2
6390,"[14419759, 133271620]",2
6391,"[14420759, 133281620]",2
6392,"[14421759, 133291620]",2
6393,"[14433759, 133411620]",2
6394,"[14438759, 133461620]",2
6395,"[14431759, 133391620]",2
6396,"[14434759, 133421620]",2
6397,"[14437759, 133451620]",2
6398,"[14440759, 133481620]",2
6399,"[14432759, 133401620]",2
6400,"[14442759, 133501620]",2
6401,"[14428759, 133361620]",2
6402,"[14436759, 133441620]",2
6403,"[14430759, 133381620]",2
6404,"[14439759, 133471620]",2
6405,"[14446759, 133541620]",2
6406,"[14447759, 133551620]",2
6407,"[14435759, 133431620]",2
6408,"[14443759, 133511620]",2
6409,"[14441759, 133491620]",2
6410,"[14444759, 133521620]",2
6411,"[14451759, 133591620]",2
6412,"[14445759, 133531620]",2
6413,"[14449759, 133571620]",2
6414,"[14448759, 133561620]",2
6415,"[14450759, 133581620]",2
6416,"[14453759, 133611620]",2
6417,"[14456759, 133641620]",2
6418,"[14452759, 133601620]",2
6419,"[14458759, 133661620]",2
6420,"[14455759, 133631620]",2
6421,"[14457759, 133651620]",2
6422,"[14454759, 133621620]",2
6423,"[14462759, 133701620]",2
6424,"[14461759, 133691620]",2
6425,"[14467759, 133751620]",2
6426,"[14465759, 133731620]",2
6427,"[14466759, 133741620]",2
6428,"[14463759, 133711620]",2
6429,"[14468759, 133761620]",2
6430,"[14464759, 133721620]",2
6431,"[14469759, 133771620]",2
6432,"[14470759, 133781620]",2
6433,"[14459759, 133671620]",2
6434,"[14460759, 133681620]",2
6435,"[14471759, 133791620]",2
6436,"[14472759, 133801620]",2
6437,"[14477759, 133851620]",2
6438,"[14475759, 133831620]",2
6439,"[14482759, 133901620]",2
6440,"[14480759, 133881620]",2
6441,"[14479759, 133871620]",2
6442,"[14474759, 133821620]",2
6443,"[14481759, 133891620]",2
6444,"[14473759, 133811620]",2
6445,"[14478759, 133861620]",2
6446,"[14476759, 133841620]",2
6447,"[14483759, 133911620]",2
6448,"[14486759, 133941620]",2
6449,"[14489759, 133971620]",2
6450,"[14484759, 133921620]",2
6451,"[14490759, 133981620]",2
6452,"[14628759, 134011620]",2
6453,"[14629759, 134021620]",2
6454,"[14485759, 133931620]",2
6455,"[14487759, 133951620]",2
6456,"[14630759, 134031620]",2
6457,"[14492759, 134001620]",2
6458,"[14491759, 133991620]",2
6459,"[14631759, 134041620]",2
6460,"[14488759, 133961620]",2
6461,"[14632759, 134051620]",2
6462,"[14633759, 134061620]",2
6463,"[14635759, 134081620]",2
6464,"[14636759, 134091620]",2
6465,"[14638759, 134111620]",2
6466,"[14643759, 134161620]",2
6467,"[14634759, 134071620]",2
6468,"[14637759, 134101620]",2
6469,"[14640759, 134131620]",2
6470,"[14639759, 134121620]",2
6471,"[14644759, 134171620]",2
6472,"[14642759, 134151620]",2
6473,"[14641759, 134141620]",2
6474,"[14650759, 134231620]",2
6475,"[14645759, 134181620]",2
6476,"[14647759, 134201620]",2
6477,"[14649759, 134221620]",2
6478,"[14652759, 134251620]",2
6479,"[14655759, 134281620]",2
6480,"[14646759, 134191620]",2
6481,"[14648759, 134211620]",2
6482,"[14654759, 134271620]",2
6483,"[14662759, 134351620]",2
6484,"[14663759, 134361620]",2
6485,"[14665759, 134381620]",2
6486,"[14656759, 134291620]",2
6487,"[14651759, 134241620]",2
6488,"[14657759, 134301620]",2
6489,"[14653759, 134261620]",2
6490,"[14658759, 134311620]",2
6491,"[14659759, 134321620]",2
6492,"[14664759, 134371620]",2
6493,"[14666759, 134391620]",2
6494,"[14661759, 134341620]",2
6495,"[14667759, 134401620]",2
6496,"[14660759, 134331620]",2
6497,"[14668759, 134411620]",2
6498,"[14670759, 134431620]",2
6499,"[14669759, 134421620]",2
6500,"[14674759, 134471620]",2
6501,"[14675759, 134481620]",2
6502,"[14677759, 134501620]",2
6503,"[14676759, 134491620]",2
6504,"[14673759, 134461620]",2
6505,"[14679759, 134521620]",2
6506,"[14671759, 134441620]",2
6507,"[14678759, 134511620]",2
6508,"[14672759, 134451620]",2
6509,"[14680759, 134531620]",2
6510,"[14682759, 134551620]",2
6511,"[14681759, 134541620]",2
6512,"[14683759, 134561620]",2
6513,"[14684759, 134571620]",2
6514,"[14685759, 134581620]",2
6515,"[14691759, 134641620]",2
6516,"[14689759, 134621620]",2
6517,"[14694759, 134671620]",2
6518,"[14692759, 134651620]",2
6519,"[14686759, 134591620]",2
6520,"[14687759, 134601620]",2
6521,"[14699759, 134721620]",2
6522,"[14695759, 134681620]",2
6523,"[14688759, 134611620]",2
6524,"[14698759, 134711620]",2
6525,"[14702759, 134751620]",2
6526,"[14696759, 134691620]",2
6527,"[14690759, 134631620]",2
6528,"[14701759, 134741620]",2
6529,"[14697759, 134701620]",2
6530,"[14693759, 134661620]",2
6531,"[14700759, 134731620]",2
6532,"[14703759, 134761620]",2
6533,"[14705759, 134781620]",2
6534,"[14707759, 134801620]",2
6535,"[14704759, 134771620]",2
6536,"[14706759, 134791620]",2
6537,"[14710759, 134831620]",2
6538,"[14711759, 134841620]",2
6539,"[14708759, 134811620]",2
6540,"[14713759, 134861620]",2
6541,"[14716759, 134891620]",2
6542,"[14714759, 134871620]",2
6543,"[14718759, 134911620]",2
6544,"[14717759, 134901620]",2
6545,"[14709759, 134821620]",2
6546,"[14712759, 134851620]",2
6547,"[14715759, 134881620]",2
6548,"[14719759, 134921620]",2
6549,"[14724759, 134971620]",2
6550,"[14725759, 134981620]",2
6551,"[14720759, 134931620]",2
6552,"[14722759, 134951620]",2
6553,"[14730759, 135031620]",2
6554,"[14728759, 135011620]",2
6555,"[14726759, 134991620]",2
6556,"[14731759, 135041620]",2
6557,"[14723759, 134961620]",2
6558,"[14729759, 135021620]",2
6559,"[14721759, 134941620]",2
6560,"[14727759, 135001620]",2
6561,"[14732759, 135051620]",2
6562,"[14734759, 135071620]",2
6563,"[14741759, 135141620]",2
6564,"[14737759, 135101620]",2
6565,"[14736759, 135091620]",2
6566,"[14733759, 135061620]",2
6567,"[14735759, 135081620]",2
6568,"[14740759, 135131620]",2
6569,"[14742759, 135151620]",2
6570,"[14748759, 135211620]",2
6571,"[14738759, 135111620]",2
6572,"[14739759, 135121620]",2
6573,"[14744759, 135171620]",2
6574,"[14750759, 135231620]",2
6575,"[14749759, 135221620]",2
6576,"[14752759, 135251620]",2
6577,"[14747759, 135201620]",2
6578,"[14745759, 135181620]",2
6579,"[14754759, 135271620]",2
6580,"[14743759, 135161620]",2
6581,"[14753759, 135261620]",2
6582,"[14762759, 135351620]",2
6583,"[14758759, 135311620]",2
6584,"[14746759, 135191620]",2
6585,"[14751759, 135241620]",2
6586,"[14760759, 135331620]",2
6587,"[14756759, 135291620]",2
6588,"[14759759, 135321620]",2
6589,"[14755759, 135281620]",2
6590,"[14761759, 135341620]",2
6591,"[14757759, 135301620]",2
6592,"[14765759, 135381620]",2
6593,"[14763759, 135361620]",2
6594,"[14766759, 135391620]",2
6595,"[14764759, 135371620]",2
6596,"[14774759, 135471620]",2
6597,"[14772759, 135451620]",2
6598,"[14770759, 135431620]",2
6599,"[14767759, 135401620]",2
6600,"[14771759, 135441620]",2
6601,"[14768759, 135411620]",2
6602,"[14775759, 135481620]",2
6603,"[14773759, 135461620]",2
6604,"[14769759, 135421620]",2
6605,"[14778759, 135511620]",2
6606,"[14777759, 135501620]",2
6607,"[14776759, 135491620]",2
6608,"[14780759, 135531620]",2
6609,"[14781759, 135541620]",2
6610,"[14783759, 135561620]",2
6611,"[14779759, 135521620]",2
6612,"[14784759, 135571620]",2
6613,"[14785759, 135581620]",2
6614,"[14782759, 135551620]",2
6615,"[14786759, 135591620]",2
6616,"[14787759, 135601620]",2
6617,"[14835759, 135931620]",2
6618,"[14836759, 135941620]",2
6619,"[14837759, 135951620]",2
6620,"[14843759, 136011620]",2
6621,"[14840759, 135981620]",2
6622,"[14845759, 136031620]",2
6623,"[14841759, 135991620]",2
6624,"[14838759, 135961620]",2
6625,"[14844759, 136021620]",2
6626,"[14847759, 136051620]",2
6627,"[14846759, 136041620]",2
6628,"[14839759, 135971620]",2
6629,"[14851759, 136091620]",2
6630,"[14850759, 136081620]",2
6631,"[14848759, 136061620]",2
6632,"[14842759, 136001620]",2
6633,"[14849759, 136071620]",2
6634,"[14853759, 136111620]",2
6635,"[14852759, 136101620]",2
6636,"[14855759, 136131620]",2
6637,"[14858759, 136161620]",2
6638,"[14862759, 136201620]",2
6639,"[14854759, 136121620]",2
6640,"[14856759, 136141620]",2
6641,"[14860759, 136181620]",2
6642,"[14857759, 136151620]",2
6643,"[14863759, 136211620]",2
6644,"[14859759, 136171620]",2
6645,"[14861759, 136191620]",2
6646,"[14864759, 136221620]",2
6647,"[14883759, 136261620]",2
6648,"[14865759, 136231620]",2
6649,"[14884759, 136271620]",2
6650,"[14866759, 136241620]",2
6651,"[14888759, 136311620]",2
6652,"[14886759, 136291620]",2
6653,"[14885759, 136281620]",2
6654,"[14882759, 136251620]",2
6655,"[14893759, 136361620]",2
6656,"[14887759, 136301620]",2
6657,"[14889759, 136321620]",2
6658,"[14891759, 136341620]",2
6659,"[14892759, 136351620]",2
6660,"[14894759, 136371620]",2
6661,"[14895759, 136381620]",2
6662,"[14890759, 136331620]",2
6663,"[14896759, 136391620]",2
6664,"[14897759, 136401620]",2
6665,"[14899759, 136421620]",2
6666,"[14900759, 136431620]",2
6667,"[14901759, 136441620]",2
6668,"[14902759, 136451620]",2
6669,"[14903759, 136461620]",2
6670,"[14898759, 136411620]",2
6671,"[14904759, 136471620]",2
6672,"[14905759, 136481620]",2
6673,"[14906759, 136491620]",2
6674,"[14907759, 136501620]",2
6675,"[14908759, 136511620]",2
6676,"[14909759, 136521620]",2
6677,"[14910759, 136531620]",2
6678,"[14912759, 136551620]",2
6679,"[14929759, 136571620]",2
6680,"[14931759, 136591620]",2
6681,"[14932759, 136601620]",2
6682,"[14911759, 136541620]",2
6683,"[14933759, 136611620]",2
6684,"[14937759, 136651620]",2
6685,"[14934759, 136621620]",2
6686,"[14913759, 136561620]",2
6687,"[14930759, 136581620]",2
6688,"[14936759, 136641620]",2
6689,"[14938759, 136661620]",2
6690,"[14941759, 136691620]",2
6691,"[14939759, 136671620]",2
6692,"[14935759, 136631620]",2
6693,"[14940759, 136681620]",2
6694,"[14942759, 136701620]",2
6695,"[14944759, 136721620]",2
6696,"[14946759, 136741620]",2
6697,"[14945759, 136731620]",2
6698,"[14943759, 136711620]",2
6699,"[14947759, 136751620]",2
6700,"[14954759, 136821620]",2
6701,"[14955759, 136831620]",2
6702,"[14956759, 136841620]",2
6703,"[14953759, 136811620]",2
6704,"[14951759, 136791620]",2
6705,"[14949759, 136771620]",2
6706,"[14958759, 136861620]",2
6707,"[14948759, 136761620]",2
6708,"[14950759, 136781620]",2
6709,"[14959759, 136871620]",2
6710,"[14952759, 136801620]",2
6711,"[14960759, 136881620]",2
6712,"[14976759, 136891620]",2
6713,"[14957759, 136851620]",2
6714,"[14977759, 136901620]",2
6715,"[14978759, 136911620]",2
6716,"[14981759, 136941620]",2
6717,"[14984759, 136971620]",2
6718,"[14979759, 136921620]",2
6719,"[14982759, 136951620]",2
6720,"[14980759, 136931620]",2
6721,"[14983759, 136961620]",2
6722,"[14985759, 136981620]",2
6723,"[14986759, 136991620]",2
6724,"[14987759, 137001620]",2
6725,"[14988759, 137011620]",2
6726,"[14989759, 137021620]",2
6727,"[14990759, 137031620]",2
6728,"[14993759, 137061620]",2
6729,"[14998759, 137111620]",2
6730,"[14991759, 137041620]",2
6731,"[14992759, 137051620]",2
6732,"[14995759, 137081620]",2
6733,"[14997759, 137101620]",2
6734,"[14994759, 137071620]",2
6735,"[14996759, 137091620]",2
6736,"[14999759, 137121620]",2
6737,"[15000759, 137131620]",2
6738,"[15001759, 137141620]",2
6739,"[15002759, 137151620]",2
6740,"[15005759, 137181620]",2
6741,"[15008759, 137211620]",2
6742,"[15007759, 137201620]",2
6743,"[15006759, 137191620]",2
6744,"[15003759, 137161620]",2
6745,"[15011759, 137241620]",2
6746,"[15014759, 137271620]",2
6747,"[15010759, 137231620]",2
6748,"[15017759, 137301620]",2
6749,"[15016759, 137291620]",2
6750,"[15018759, 137311620]",2
6751,"[15004759, 137171620]",2
6752,"[15012759, 137251620]",2
6753,"[15009759, 137221620]",2
6754,"[15015759, 137281620]",2
6755,"[15019759, 137321620]",2
6756,"[15013759, 137261620]",2
6757,"[15022759, 137351620]",2
6758,"[15020759, 137331620]",2
6759,"[15024759, 137371620]",2
6760,"[15026759, 137391620]",2
6761,"[15021759, 137341620]",2
6762,"[15027759, 137401620]",2
6763,"[15023759, 137361620]",2
6764,"[15025759, 137381620]",2
6765,"[15034759, 137471620]",2
6766,"[15029759, 137421620]",2
6767,"[15032759, 137451620]",2
6768,"[15031759, 137441620]",2
6769,"[15033759, 137461620]",2
6770,"[15030759, 137431620]",2
6771,"[15028759, 137411620]",2
6772,"[15036759, 137491620]",2
6773,"[15035759, 137481620]",2
6774,"[15037759, 137501620]",2
6775,"[15038759, 137511620]",2
6776,"[15042759, 137551620]",2
6777,"[15040759, 137531620]",2
6778,"[15046759, 137591620]",2
6779,"[15043759, 137561620]",2
6780,"[15039759, 137521620]",2
6781,"[15041759, 137541620]",2
6782,"[15048759, 137611620]",2
6783,"[15045759, 137581620]",2
6784,"[15050759, 137631620]",2
6785,"[15047759, 137601620]",2
6786,"[15049759, 137621620]",2
6787,"[15051759, 137641620]",2
6788,"[15055759, 137681620]",2
6789,"[15044759, 137571620]",2
6790,"[15054759, 137671620]",2
6791,"[15057759, 137701620]",2
6792,"[15053759, 137661620]",2
6793,"[15062759, 137751620]",2
6794,"[15060759, 137731620]",2
6795,"[15058759, 137711620]",2
6796,"[15059759, 137721620]",2
6797,"[15064759, 137771620]",2
6798,"[15066759, 137791620]",2
6799,"[15056759, 137691620]",2
6800,"[15052759, 137651620]",2
6801,"[15068759, 137811620]",2
6802,"[15061759, 137741620]",2
6803,"[15067759, 137801620]",2
6804,"[15063759, 137761620]",2
6805,"[15065759, 137781620]",2
6806,"[15073759, 137861620]",2
6807,"[15075759, 137881620]",2
6808,"[15070759, 137831620]",2
6809,"[15069759, 137821620]",2
6810,"[15072759, 137851620]",2
6811,"[15076759, 137891620]",2
6812,"[15071759, 137841620]",2
6813,"[15079759, 137921620]",2
6814,"[15077759, 137901620]",2
6815,"[15078759, 137911620]",2
6816,"[15080759, 101081883, 137931620]",3
6817,"[15074759, 137871620]",2
6818,"[15086759, 137991620]",2
6819,"[15088759, 138011620]",2
6820,"[15085759, 137981620]",2
6821,"[15087759, 138001620]",2
6822,"[15092759, 138051620]",2
6823,"[15089759, 138021620]",2
6824,"[15096759, 138091620]",2
6825,"[15095759, 138081620]",2
6826,"[15090759, 138031620]",2
6827,"[15094759, 138071620]",2
6828,"[15101759, 138141620]",2
6829,"[15099759, 138121620]",2
6830,"[15097759, 138101620]",2
6831,"[15105759, 138181620]",2
6832,"[15098759, 138111620]",2
6833,"[15093759, 138061620]",2
6834,"[15103759, 138161620]",2
6835,"[15106759, 138191620]",2
6836,"[15091759, 138041620]",2
6837,"[15100759, 138131620]",2
6838,"[15104759, 138171620]",2
6839,"[15109759, 101201883, 138221620]",3
6840,"[15107759, 138201620]",2
6841,"[15108759, 138211620]",2
6842,"[15102759, 138151620]",2
6843,"[100081622, 100101622]",2
6844,"[100091622, 100111622]",2
6845,"[100211624, 100241624, 100271624]",3
6846,"[100021927, 100281627]",2
6847,"[100181627, 100461627]",2
6848,"[100171627, 100451627]",2
6849,"[100091465, 100192282, 100551627]",3
6850,"[100001633, 100001636, 100011634, 100011644]",4
6851,"[100011633, 100011636, 100031634, 100051644]",4
6852,"[100061634, 100081634]",2
6853,"[1001230, 100091634]",2
6854,"[100011638, 100021638]",2
6855,"[100031644, 100101634, 100131647]",3
6856,"[100001641, 100021640]",2
6857,"[100031639, 100041644]",2
6858,"[100001639, 100001644]",2
6859,"[100001632, 100001647]",2
6860,"[100002157, 100011650, 100011699, 100011836, 100011910]",5
6861,"[100171656, 100181656, 100191656, 100201656, 100301917, 100311917, 100321917, 100331917, 100341917, 100351917]",10
6862,"[100171656, 100181656, 100191656, 100201656, 100301917, 100311917, 100321917, 100331917, 100341917, 100351917, 100831916]",11
6863,"[100631710, 100981656, 101801917]",3
6864,"[10754772, 101281656, 102361917, 104801946, 106691946, 107542108, 109462291]",7
6865,"[10755772, 101291656, 102371917, 104811946, 106701946, 107552108, 109472291]",7
6866,"[101132234, 101491656, 102631917, 103021917, 115892291]",5
6867,"[100011654, 100031657, 100191657]",3
6868,"[100051657, 100071657, 100141657]",3
6869,"[100051654, 100081657]",2
6870,"[100041654, 100091657]",2
6871,"[100021657, 100161657]",2
6872,"[100081654, 100151657]",2
6873,"[100111654, 100211657]",2
6874,"[100061657, 100181657]",2
6875,"[100081916, 100271658]",2
6876,"[100151916, 100261658]",2
6877,"[100281658, 100301658]",2
6878,"[100441916, 100521658]",2
6879,"[100431916, 100531658]",2
6880,"[100141526, 100141705, 100591658]",3
6881,"[10001129, 100101660]",2
6882,"[100001662, 100011662, 100021662, 100031662]",4
6883,"[10000602, 100011663]",2
6884,"[100051668, 100081668]",2
6885,"[100041668, 100071668]",2
6886,"[100061669, 100191669]",2
6887,"[10010642, 100061673]",2
6888,"[10011642, 100071673]",2
6889,"[10005645, 100001674]",2
6890,"[10012642, 100081673]",2
6891,"[100011374, 100011681]",2
6892,"[100021374, 100021681]",2
6893,"[100001686, 100011688]",2
6894,"[100001686, 100001887, 100001888, 100001898, 100001900, 100001901, 100011688, 100011900, 100011901, 100021900]",10
6895,"[100171688, 100201688]",2
6896,"[100001685, 100001690, 100311688]",3
6897,"[1000316, 100001693, 100202122, 100532122]",4
6898,"[100001505, 100001695]",2
6899,"[100191695, 100201695]",2
6900,"[100211695, 100261695]",2
6901,"[100001650, 100001699, 100001836, 100001910, 100002283]",5
6902,"[100041703, 100061703]",2
6903,"[100101703, 100121703, 100161703]",3
6904,"[100101703, 100121703, 100141703]",3
6905,"[100101703, 100141703, 100161703]",3
6906,"[100121703, 100141703, 100161703]",3
6907,"[100181703, 100201703]",2
6908,"[100221703, 100241703]",2
6909,"[100261703, 100281703]",2
6910,"[100051723, 100061723]",2
6911,"[100131723, 100151723]",2
6912,"[100171723, 100181723]",2
6913,"[100141723, 100161723]",2
6914,"[10000821, 100002198, 100011725]",3
6915,"[100001725, 100001728]",2
6916,"[10001821, 100021725]",2
6917,"[100011728, 100021728]",2
6918,"[100031728, 100041728, 100051728]",3
6919,"[100011574, 100031734]",2
6920,"[100011212, 100031733, 100142177]",3
6921,"[100001212, 100011733]",2
6922,"[100061734, 100101734]",2
6923,"[100051734, 100091734]",2
6924,"[10002865, 100031735]",2
6925,"[1000477, 10008664, 10008780, 100071819, 100121734]",5
6926,"[100042093, 100121735]",2
6927,"[100061737, 100081737]",2
6928,"[100371737, 100421737, 100451737, 100531737, 100571737, 100621737, 100671737, 100711737, 100891737]",9
6929,"[100581737, 100631737, 100681737, 100721737]",4
6930,"[100591737, 100641737, 100691737, 100731737]",4
6931,"[100191723, 100981737]",2
6932,"[100201723, 101001737]",2
6933,"[100301737, 101081737]",2
6934,"[100021737, 101161737]",2
6935,"[100741737, 101291737]",2
6936,"[101091737, 101371737]",2
6937,"[101101737, 101381737]",2
6938,"[101521737, 101651737]",2
6939,"[101701737, 101731737]",2
6940,"[101811737, 101851737]",2
6941,"[101781737, 101821737]",2
6942,"[100031743, 100051743, 100081743]",3
6943,"[100001743, 100011747, 100071743, 100121747, 100151747, 100191747, 100211747, 100231743, 100451747]",9
6944,"[100041743, 100091743]",2
6945,"[100061743, 100121743, 100171747, 100251743, 100301747, 100481747]",6
6946,"[100131743, 100161743, 100201743]",3
6947,"[100111743, 100181743, 100221743]",3
6948,"[10000934, 100271743]",2
6949,"[100241743, 100261743]",2
6950,"[10002934, 100011744, 100321743]",3
6951,"[10004934, 100031744, 100341743]",3
6952,"[10005934, 100211744, 100351743]",3
6953,"[10003934, 100021744, 100331743]",3
6954,"[100111744, 100161744]",2
6955,"[100011749, 100071750, 100111747, 100131748, 100171761, 100221751]",6
6956,"[100141747, 100201747, 100291747, 100381747, 100441747]",5
6957,"[100181747, 100241747]",2
6958,"[100081747, 100261747]",2
6959,"[100091747, 100271747]",2
6960,"[100101743, 100281747]",2
6961,"[100191743, 100391747]",2
6962,"[100311747, 100351747, 100421747]",3
6963,"[100331747, 100371747]",2
6964,"[100231747, 100471747]",2
6965,"[100151743, 100341747, 100411747]",3
6966,"[100251747, 100491747]",2
6967,"[100321747, 100401747]",2
6968,"[100221747, 100461747]",2
6969,"[100081749, 100101749, 100231750, 100251750, 100521747, 100521748, 100541747, 100571748, 100721751, 100731761, 100741751, 100751761]",12
6970,"[100531747, 100551747]",2
6971,"[100591747, 100601747]",2
6972,"[100191748, 100231748]",2
6973,"[100261748, 100291748]",2
6974,"[100221748, 100271748]",2
6975,"[100251748, 100301748]",2
6976,"[100321748, 100361748]",2
6977,"[100181748, 100411748]",2
6978,"[100421748, 100461748]",2
6979,"[100351748, 100491748]",2
6980,"[100051744, 100221750, 100272287, 100281749, 100351749, 100352296, 100511748, 100711751, 100721761]",9
6981,"[100451748, 100551748]",2
6982,"[100241750, 100261750, 100361749, 100371749, 100561748, 100581748, 100731751, 100741761, 100751751, 100761761]",10
6983,"[100431748, 100531748]",2
6984,"[100061376, 100061989, 100641748, 100781748]",4
6985,"[100631748, 100771748]",2
6986,"[100651748, 100791748]",2
6987,"[100121748, 100281761, 100801748, 101131760]",4
6988,"[101011748, 101031748, 101041748]",3
6989,"[100221749, 100261749, 100431753, 101081748]",4
6990,"[100021749, 100031749, 100041749, 100051749, 100061749]",5
6991,"[100001749, 100071749, 100091749]",3
6992,"[100311749, 100341749]",2
6993,"[100011750, 100091750, 100201750]",3
6994,"[100051750, 100131750]",2
6995,"[100121750, 100191750]",2
6996,"[100081750, 100151750]",2
6997,"[100171750, 100211750]",2
6998,"[100351750, 100361750, 100371750, 100381750, 100391750]",5
6999,"[100421750, 100431750]",2
7000,"[100021751, 100531750]",2
7001,"[100441750, 100451750]",2
7002,"[100011751, 100521750]",2
7003,"[100041751, 100551750]",2
7004,"[100051751, 100561750]",2
7005,"[100001751, 100511750]",2
7006,"[100031751, 100541750]",2
7007,"[100131751, 100251751, 100681751]",3
7008,"[100231751, 100311751]",2
7009,"[100261751, 100331751]",2
7010,"[100161751, 100291751, 100611751]",3
7011,"[100271751, 100351751]",2
7012,"[100241751, 100341751, 100371751, 100441751, 100461751]",5
7013,"[100281751, 100401751, 100571751, 100621751]",4
7014,"[100421751, 100451751]",2
7015,"[100301751, 100411751, 100521751, 100581751, 100631751, 100661751]",6
7016,"[100391751, 100471751]",2
7017,"[100321751, 100491751, 100651751]",3
7018,"[100431751, 100551751]",2
7019,"[100511751, 100541751, 100671751]",3
7020,"[100561751, 100601751, 100701751]",3
7021,"[100531751, 100641751]",2
7022,"[100861751, 100881751]",2
7023,"[100871751, 100891751]",2
7024,"[100071751, 100901751]",2
7025,"[100971751, 100981751, 100991751]",3
7026,"[101021751, 101031751, 101041751, 101051751]",4
7027,"[101111751, 101191751]",2
7028,"[101091751, 101211751]",2
7029,"[101131751, 101171751]",2
7030,"[101071751, 101231751]",2
7031,"[101251751, 101291751]",2
7032,"[101241751, 101301751]",2
7033,"[101221751, 101311751]",2
7034,"[101261751, 101281751]",2
7035,"[100171753, 100201753, 100231753]",3
7036,"[100081753, 100191753, 100341753]",3
7037,"[100221753, 100311753, 100321753]",3
7038,"[100271753, 100331753]",2
7039,"[100351753, 100371753, 100391753]",3
7040,"[100401753, 100421753]",2
7041,"[100361753, 100381753]",2
7042,"[100441753, 100451753, 100461753, 100471753, 100481753]",5
7043,"[100211754, 100221754, 100231754, 100241754, 100251754, 100261754, 100271754, 100281754, 100291754, 100301754, 100311754, 100321754]",12
7044,"[10022875, 10023875, 100071760, 100192234, 100341754, 100351754, 100361754]",7
7045,"[10021875, 100182234, 100331754]",3
7046,"[100071760, 100341754]",2
7047,"[100081271, 100541754]",2
7048,"[100101271, 100571754]",2
7049,"[100091271, 100561754]",2
7050,"[100141271, 100631754]",2
7051,"[100181271, 100691754]",2
7052,"[100131271, 100621754]",2
7053,"[100111271, 100591754]",2
7054,"[100121271, 100601754]",2
7055,"[100201271, 100721754]",2
7056,"[100171271, 100681754]",2
7057,"[100161271, 100661754]",2
7058,"[100191271, 100711754]",2
7059,"[100231271, 100771754]",2
7060,"[100221271, 100751754]",2
7061,"[100151271, 100651754]",2
7062,"[100211271, 100741754]",2
7063,"[100261271, 101051754]",2
7064,"[100241271, 101021754]",2
7065,"[100251271, 101041754]",2
7066,"[100281271, 101081754]",2
7067,"[100301271, 101111754]",2
7068,"[100271271, 101071754]",2
7069,"[100311271, 101131754]",2
7070,"[100321271, 101141754]",2
7071,"[100341271, 101171754]",2
7072,"[100351271, 101191754]",2
7073,"[100291271, 101101754]",2
7074,"[100371271, 101221754]",2
7075,"[100381271, 101231754]",2
