,clones,len
3186,"[102211262, 102231262, 102241262]",3
3187,"[100331263, 100641263, 100681263, 100821263, 101011263]",5
3188,"[100491263, 100621263, 100801263, 101131263]",4
3189,"[100631263, 100671263, 100811263]",3
3190,"[100551263, 100701263, 100891263]",3
3191,"[100611263, 100661263, 100791263]",3
3192,"[100591263, 100761263]",2
3193,"[100651263, 100691263]",2
3194,"[100601263, 100781263]",2
3195,"[100581263, 100741263]",2
3196,"[100731263, 100931263]",2
3197,"[100711263, 100911263]",2
3198,"[100311263, 100961263]",2
3199,"[100751263, 100941263]",2
3200,"[100771263, 100981263]",2
3201,"[100451263, 100991263, 101091263]",3
3202,"[100861263, 101021263]",2
3203,"[100871263, 101031263, 101071263]",3
3204,"[100881263, 101041263, 101081263, 101221263]",4
3205,"[100921263, 101101263]",2
3206,"[100541263, 101161263]",2
3207,"[100841263, 101151263]",2
3208,"[100191263, 101171263]",2
3209,"[100201263, 101181263]",2
3210,"[100531263, 101241263, 101261263]",3
3211,"[100001266, 100011266, 100031266, 100051266]",4
3212,"[100011266, 100021266, 100031266]",3
3213,"[100001266, 100031266]",2
3214,"[100031266, 100051266, 100061266]",3
3215,"[100011266, 100021266]",2
3216,"[100051266, 100061266]",2
3217,"[100141266, 100151266, 100161266, 100171266]",4
3218,"[100141266, 100151266, 100161266]",3
3219,"[100121266, 100131266]",2
3220,"[100001263, 100001268]",2
3221,"[100151266, 100161266, 100171266]",3
3222,"[100091268, 100101268]",2
3223,"[100171268, 100191268, 100221268, 100231268, 100241268, 100251268, 100261268, 100271268]",8
3224,"[100411268, 100421268, 100501268, 100521268, 100551268]",5
3225,"[100411268, 100421268, 100501268, 100551268, 100611268]",5
3226,"[100401268, 100461268, 100601268, 100641268]",4
3227,"[100391268, 100431268, 100561268, 100571268, 100581268, 100591268, 100621268, 100631268, 100661268, 100671268]",10
3228,"[100491268, 100541268]",2
3229,"[100451268, 100511268]",2
3230,"[100411268, 100501268, 100611268, 100651268]",4
3231,"[100421268, 100521268, 100551268]",3
3232,"[100481268, 100531268]",2
3233,"[100611268, 100651268]",2
3234,"[100041269, 100721268]",2
3235,"[100001269, 100701268]",2
3236,"[100011269, 100711268]",2
3237,"[100531271, 100541271, 100551271, 100561271, 100571271, 100581271, 100591271]",7
3238,"[10096753, 101001271]",2
3239,"[10019849, 10022848, 10031767, 10041769, 10054726, 10054745, 10080875, 10099753, 10192772, 10220658, 10535701, 11645759, 100281345, 100281859, 100311710, 100362024, 100412036, 100441417, 100461792, 100481460, 100482059, 100551656, 100612234, 100622130, 100661883, 100771986, 100801346, 100971917, 101031271, 101141603, 101331568, 101432291, 101691946, 101922108, 101922170, 102141522, 102341754, 102791754, 102911492, 112571620]",40
3240,"[10021849, 10024848, 10034767, 10043769, 10056726, 10060745, 10084875, 10199772, 10222658, 10540701, 11647759, 100301345, 100311859, 100341710, 100432036, 100471417, 100491792, 100502059, 100531460, 100632234, 100641656, 100642130, 100671883, 100831346, 101051271, 101141917, 101161603, 101381568, 101562291, 101871946, 101942170, 101992108, 102151522, 102381754, 102811754, 102931492, 112591620]",37
3241,"[10028767, 10039769, 10052745, 10076875, 10097753, 10185772, 10218658, 10530701, 11643759, 100141189, 100221152, 100221345, 100261859, 100281710, 100342024, 100362036, 100411417, 100431460, 100431792, 100461656, 100462059, 100592234, 100602130, 100651883, 100771346, 100801917, 101011271, 101121603, 101281568, 101302291, 101511946, 101852108, 101902170, 102121522, 102301754, 102771754, 102891492, 112551620]",38
3242,"[10026849, 10028767, 10028848, 10039769, 10052745, 10076875, 10097753, 10185772, 10218658, 10530701, 11643759, 100141189, 100221152, 100221345, 100261859, 100281710, 100342024, 100361710, 100362036, 100411417, 100431460, 100431792, 100461656, 100462059, 100541792, 100581460, 100592234, 100602130, 100651883, 100661656, 100692234, 100771346, 100801917, 101011271, 101121603, 101161917, 101281568, 101302291, 101511946, 101852108, 101902170, 102121522, 102301754, 102891492, 112551620]",45
3243,"[10026849, 10028848, 10039767, 10046769, 10060726, 10092875, 10105753, 10205772, 10226658, 10546701, 11651759, 100311152, 100351859, 100401345, 100411710, 100462024, 100532059, 100541792, 100581460, 100682130, 100692234, 100701883, 100831986, 101091271, 101201603, 101431568, 101642291, 101901946, 101972170, 102052108, 102171522, 102431754, 102851754, 102971492, 112631620]",35
3244,"[10053767, 10053769, 10062726, 10107753, 10207772, 10228658, 10548701, 11653759, 100371859, 100431710, 100441345, 100482024, 100492036, 100551417, 100562059, 100591792, 100621460, 100702130, 100711883, 100861986, 101111271, 101231603, 101722291, 101982170, 102031946, 102072108, 102181522, 102561754, 102871754, 102981492, 112651620]",31
3245,"[10053767, 10053769, 10055769, 10062726, 10107753, 10207772, 10228658, 10548701, 11653759, 100371859, 100431710, 100441345, 100482024, 100492036, 100551417, 100562059, 100591792, 100621460, 100702130, 100711883, 100861986, 101111271, 101231603, 101722291, 101982170, 102031946, 102072108, 102181522, 102561754, 102981492, 112651620]",31
3246,"[10023849, 10026848, 10037767, 10058726, 10062745, 10087875, 10103753, 10203772, 10224658, 10543701, 11649759, 100271152, 100331859, 100351345, 100361710, 100392024, 100462036, 100491417, 100521792, 100561460, 100661656, 100662130, 100662234, 100681883, 100801986, 101071271, 101161917, 101411568, 101582291, 101891946, 101962170, 102032108, 102161522, 102831754, 102951492, 112611620]",36
3247,"[10068726, 10098875, 10117753, 10218772, 10234658, 10554701, 11659759, 100431859, 100491710, 100522024, 100562036, 100672059, 100701417, 100741883, 100762130, 100902234, 100951986, 100961346, 101171271, 101321603, 101471568, 101772291, 102012170, 102182108, 102211522, 103011492, 103091754, 112711620]",28
3248,"[10055769, 10064726, 10067745, 10067767, 10112753, 10230658, 10550701, 11655759, 100391859, 100451710, 100502024, 100512036, 100602059, 100611792, 100631417, 100721883, 100722130, 100722234, 100781656, 100891986, 100901346, 101131271, 101221917, 101271603, 101992170, 102191522, 102891754, 102991492, 112671620]",29
3249,"[10064769, 10068726, 10098875, 10117753, 10218772, 10234658, 10554701, 11659759, 100431859, 100491710, 100522024, 100562036, 100672059, 100701417, 100741883, 100762130, 100902234, 100951986, 100961346, 101171271, 101321603, 101471568, 101772291, 102012170, 102182108, 102211522, 103011492, 112711620]",28
3250,"[10025767, 10037769, 10068726, 10072875, 10098875, 10117753, 10178772, 10218772, 10234658, 10525701, 10554701, 11659759, 100251710, 100322024, 100371656, 100381417, 100381460, 100401792, 100431859, 100442059, 100491710, 100522024, 100562036, 100572234, 100631917, 100672059, 100701417, 100741346, 100741883, 100762130, 100902234, 100951986, 100961346, 101101603, 101171271, 101172291, 101231568, 101321603, 101331946, 101471568, 101772291, 101782108, 101882170, 102012170, 102182108, 102211522, 102261754, 102871492, 103011492, 112711620]",50
3251,"[10023849, 10026848, 10037767, 10058726, 10062745, 10087875, 10103753, 10203772, 10224658, 10543701, 11649759, 100271152, 100331859, 100351345, 100361710, 100392024, 100462036, 100491417, 100521792, 100561460, 100661656, 100662130, 100662234, 100681883, 100801986, 101071271, 101161917, 101411568, 101582291, 101891946, 101962170, 102032108, 102121522, 102161522, 102951492, 112611620]",36
3252,"[10057769, 10066726, 10069745, 10096875, 10210772, 10232658, 10552701, 11657759, 100411859, 100471710, 100542036, 100631792, 100642059, 100651417, 100731883, 100742130, 100801656, 100921986, 100941346, 101151271, 101291603, 101291917, 101451568, 102002170, 102102108, 102171946, 102201522, 102611754, 102911754, 103001492, 112691620]",31
3253,"[10023849, 10026848, 10037767, 10046769, 10058726, 10062745, 10087875, 10103753, 10203772, 10210772, 10224658, 10543701, 11649759, 100271152, 100331859, 100351345, 100361710, 100392024, 100462036, 100491417, 100521792, 100561460, 100661656, 100662130, 100662234, 100681883, 100801986, 101071271, 101161917, 101411568, 101582291, 101891946, 101962170, 102032108, 102102108, 102161522, 102951492, 112611620]",38
3254,"[10023849, 10026848, 10026849, 10028848, 10037767, 10058726, 10062745, 10087875, 10103753, 10203772, 10224658, 10543701, 11649759, 100261859, 100271152, 100331859, 100351345, 100361710, 100392024, 100462036, 100491417, 100521792, 100541792, 100561460, 100581460, 100661656, 100662130, 100662234, 100681883, 100692234, 100801986, 101071271, 101161917, 101411568, 101582291, 101891946, 101962170, 102032108, 102161522, 102951492, 112611620]",41
3255,"[10023849, 10026848, 10037767, 10058726, 10062745, 10087875, 10092875, 10103753, 10203772, 10224658, 10543701, 11649759, 100271152, 100331859, 100351345, 100361710, 100392024, 100462036, 100491417, 100521792, 100561460, 100661656, 100662130, 100662234, 100681883, 100801986, 101071271, 101161917, 101411568, 101582291, 101891946, 101962170, 102032108, 102161522, 102561754, 102951492, 112611620]",37
3256,"[10026849, 10028848, 10039767, 10046769, 10053769, 10060726, 10092875, 10105753, 10205772, 10226658, 10546701, 11651759, 100311152, 100351859, 100401345, 100411710, 100462024, 100532059, 100541792, 100581460, 100682130, 100692234, 100701883, 100831986, 101091271, 101201603, 101431568, 101642291, 101901946, 101972170, 102052108, 102171522, 102431754, 102971492, 112631620]",35
3257,"[10064769, 10070726, 10100875, 10119753, 10220772, 10236658, 10556701, 11661759, 100511710, 100542024, 100582036, 100651792, 100661460, 100712059, 100761417, 100771883, 100782130, 100861656, 100932234, 100981346, 100981986, 101191271, 101351603, 101371917, 101531568, 101792291, 102022170, 102201946, 102202108, 102221522, 102651754, 103021492, 103111754, 112731620]",34
3258,"[10074726, 10076745, 10104875, 10122753, 10225772, 10240658, 10560701, 11665759, 100562024, 100691460, 100691792, 100762059, 100822130, 100901656, 101231271, 101391603, 101421917, 101571568, 101842291, 102042170, 102241522, 102252108, 102341946, 102691754, 103041492, 103151754, 112771620]",27
3259,"[10064769, 10066769, 10070726, 10100875, 10119753, 10220772, 10236658, 10556701, 11661759, 100511710, 100542024, 100582036, 100651792, 100661460, 100712059, 100761417, 100771883, 100782130, 100861656, 100932234, 100981346, 100981986, 101191271, 101351603, 101371917, 101531568, 101792291, 102022170, 102201946, 102202108, 102221522, 102651754, 103021492, 112731620]",34
3260,"[10055769, 10057769, 10064726, 10067745, 10067767, 10112753, 10230658, 10550701, 11655759, 100391859, 100451710, 100502024, 100512036, 100602059, 100611792, 100631417, 100721883, 100722130, 100722234, 100781656, 100891986, 100901346, 101131271, 101221917, 101271603, 101992170, 102191522, 102991492, 112671620]",29
3261,"[10031767, 10041769, 10064769, 10070726, 10080875, 10100875, 10119753, 10192772, 10220772, 10236658, 10535701, 10556701, 11661759, 100311710, 100362024, 100441417, 100461792, 100481460, 100482059, 100511710, 100542024, 100551656, 100582036, 100612234, 100651792, 100661460, 100712059, 100761417, 100771883, 100782130, 100801346, 100861656, 100932234, 100971917, 100981346, 100981986, 101141603, 101191271, 101331568, 101351603, 101371917, 101432291, 101531568, 101691946, 101792291, 101922108, 101922170, 102022170, 102201946, 102202108, 102221522, 102341754, 102651754, 102911492, 103021492, 112731620]",56
3262,"[10069769, 10074726, 10076745, 10104875, 10122753, 10225772, 10240658, 10560701, 11665759, 100562024, 100691460, 100691792, 100762059, 100822130, 100901656, 101231271, 101391603, 101421917, 101571568, 101842291, 102042170, 102241522, 102252108, 102341946, 102691754, 103041492, 112771620]",27
3263,"[10074726, 10076745, 10104875, 10122753, 10225772, 10240658, 10560701, 11665759, 100562024, 100691460, 100691792, 100762059, 100822130, 100901656, 101231271, 101391603, 101421917, 101571568, 101571917, 101842291, 102042170, 102241522, 102252108, 102341946, 102691754, 103041492, 112771620]",27
3264,"[10066769, 10072726, 10074745, 10102875, 10121753, 10223772, 10238658, 10558701, 11663759, 100531710, 100602036, 100671792, 100742059, 100801883, 100802130, 100831417, 101011986, 101211271, 101371603, 101812291, 102032170, 102231522, 102232108, 102331946, 102671754, 103031492, 103131754, 112751620]",28
3265,"[10076726, 10078745, 10106875, 10124753, 10227772, 10242658, 10562701, 11667759, 100592024, 100642036, 100711460, 100711792, 100782059, 100842130, 101021346, 101251271, 101411603, 101451917, 101611568, 101872291, 102052170, 102251522, 102272108, 102471946, 102711754, 103051492, 103171754, 112791620]",28
3266,"[10076726, 10078745, 10106875, 10124753, 10227772, 10242658, 10562701, 11667759, 100592024, 100642036, 100711460, 100711792, 100782059, 100842130, 101021346, 101251271, 101411603, 101451917, 101611568, 101872291, 102052170, 102251522, 102272108, 102351568, 102471946, 102711754, 103051492, 112791620]",28
3267,"[10069769, 10078726, 10080745, 10108875, 10125753, 10229772, 10244658, 10564701, 11669759, 100662036, 100802059, 100862130, 101041346, 101271271, 101431603, 101481917, 101651568, 102062170, 102261522, 102292108, 102601946, 102731754, 103061492, 103191754, 112811620]",25
3268,"[10066769, 10072726, 10074745, 10102875, 10121753, 10223772, 10238658, 10558701, 11663759, 13378759, 100531710, 100602036, 100671792, 100742059, 100801883, 100802130, 100831417, 101011986, 101211271, 101371603, 101812291, 102032170, 102231522, 102232108, 102331946, 102671754, 103031492, 112751620, 125331620]",29
3269,"[10072769, 10076726, 10078745, 10106875, 10124753, 10227772, 10242658, 10562701, 11667759, 100592024, 100642036, 100711460, 100711792, 100782059, 100842130, 101021346, 101251271, 101411603, 101451917, 101611568, 101872291, 102052170, 102251522, 102272108, 102471946, 102711754, 103051492, 112791620]",28
3270,"[10082726, 10084745, 10112875, 10128753, 10233772, 10248658, 10568701, 11673759, 100762036, 100902130, 101091346, 101311271, 101471603, 101541917, 101731568, 101972291, 102082170, 102281522, 102332108, 102771754, 102861946, 103231754, 112851620]",23
3271,"[10072769, 10080726, 10082745, 10110875, 10127753, 10231772, 10246658, 10566701, 11671759, 100732036, 100761460, 100771792, 100822059, 100882130, 101071346, 101291271, 101451603, 101511917, 101691568, 101942291, 102072170, 102271522, 102312108, 102731946, 102751754, 103071492, 103211754, 112831620]",28
3272,"[10072769, 10080726, 10082745, 10110875, 10127753, 10231772, 10246658, 10566701, 11671759, 100732036, 100761460, 100771792, 100822059, 100882130, 101071346, 101291271, 101451603, 101511917, 101691568, 101942291, 102072170, 102271522, 102312108, 102491568, 102731946, 102751754, 103071492, 112831620]",28
3273,"[10115875, 101091986, 101361271, 101801568]",4
3274,"[10117875, 101111986, 101421271, 101881568]",4
3275,"[101161986, 101241346, 101531271, 101991568]",4
3276,"[101191986, 101271346, 101561271, 102021568]",4
3277,"[101201986, 101281346, 101571271, 102031568]",4
3278,"[101211986, 101291346, 101661271, 102041568]",4
3279,"[101181986, 101261346, 101551271, 102011568]",4
3280,"[101171986, 101251346, 101541271, 102001568]",4
3281,"[10149875, 101511986, 101621346, 102031271, 102582170, 102781568]",6
3282,"[10148875, 101501986, 101611346, 102021271, 102572170, 102771568]",6
3283,"[101521986, 101631346, 102041271, 102791568]",4
3284,"[10165726, 101531986, 101641346, 102051271, 102801568]",5
3285,"[101691346, 102101271, 102851568]",3
3286,"[100101272, 100111272]",2
3287,"[100041272, 100051272]",2
3288,"[100001231, 100071274]",2
3289,"[100171275, 100191275]",2
3290,"[100031260, 100031276]",2
3291,"[100021260, 100021276]",2
3292,"[100041491, 100121282]",2
3293,"[100041985, 100111282]",2
3294,"[100021275, 100161282, 100321344]",3
3295,"[100081275, 100251282, 100301282, 100351344]",4
3296,"[100141347, 100201342, 100261282, 100261342, 100391342]",5
3297,"[10007995, 100141282]",2
3298,"[100241282, 100291282, 100311282, 100331282]",4
3299,"[100291347, 100361282, 100551341]",3
3300,"[100241347, 100341282, 100421341, 100441282]",4
3301,"[100281282, 100401282, 100431282, 100581282, 100661344, 100731344, 100801344]",7
3302,"[100181339, 100461282, 100821341]",3
3303,"[100481282, 100491282]",2
3304,"[100131339, 100251339, 100491341, 100521282, 101061341, 101451341]",6
3305,"[100351282, 100531282]",2
3306,"[100001284, 100001285, 100001296]",3
3307,"[10000479, 100001288]",2
3308,"[100031291, 100041291]",2
3309,"[10001479, 100011288]",2
3310,"[100071282, 100161291]",2
3311,"[100021282, 100171291]",2
3312,"[10004880, 100061293]",2
3313,"[100021293, 100081293]",2
3314,"[100031293, 100091293]",2
3315,"[10000884, 100001294]",2
3316,"[100022107, 100072289, 100082106, 100092300, 100132298, 100141297, 100202297]",7
3317,"[100371297, 100401297, 100521297, 100611297, 100691297]",5
3318,"[100301297, 100321297]",2
3319,"[100391297, 100421297, 100541297]",3
3320,"[100191744, 100371602, 100401602, 100441602, 100501297, 100761297, 100791297]",7
3321,"[100381297, 100491297, 100631297]",3
3322,"[100431297, 100461297]",2
3323,"[100361297, 100511297, 100651297, 100751297, 100801297]",5
3324,"[100551297, 100581297, 100671297, 100771297, 100811297]",5
3325,"[100621297, 100701297]",2
